Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
pergunta,resposta  ,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quando foi fundada a Universidade Harvard?,1636  ,1.57143,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o tipo de entidade da Universidade Harvard?,YagoPermanentlyLocatedEntity  ,2.0,4.61384,1.0,0.200,0.0,1.0,1.0,0.000
Quem foi o primeiro presidente feminino da Universidade Harvard?,Drew Gilpin Faust  ,2.3,4.61384,1.0,0.500,1.0,2.50045,1.0,0.000
Qual é o nome da biblioteca da Universidade Harvard?,Biblioteca da Universidade de Harvard  ,2.7,4.75438,0.88889,0.400,0.8,3.43523,1.0,0.250
Qual é o ranking da Universidade Harvard no mundo?,USNWR mundial 1  ,2.7,4.61384,1.0,0.167,1.0,2.50045,1.0,0.333
Qual é a localização principal da Universidade Harvard?,"Cambridge, Massachusetts  ",1.88889,4.37319,1.0,0.200,1.0,1.85566,1.0,0.000
Qual é o total do orçamento da Universidade Harvard?,30 bilhões de dólares  ,2.3,4.61384,1.0,0.600,0.75,3.01273,1.0,0.000
Quais esportes a Universidade Harvard compete?,42 esportes intercolegiais  ,1.85714,3.79304,1.0,0.000,0.66667,2.50045,1.0,0.000
Quem é um exemplo de aluno da Universidade Harvard?,Alguns presidentes dos EUA  ,2.2,4.61384,1.0,0.400,1.0,3.01273,1.0,0.000
Quem pertence à instituição Harvard University?,Everett Mendelsohn,2.0,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
