Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a finalidade principal da farmácia?,garantir o uso seguro,1.75,4.10211,1.0,0.750,0.75,3.01273,1.0,1.333
Em quais dois contextos a prática farmacêutica ocorre?,farmácias comunitárias e institucionais.,2.33333,4.37319,1.0,0.250,1.4,3.01273,1.0,0.000
Quais ciências a farmácia conecta?,ciências da saúde,1.5,3.43523,1.0,0.333,1.0,2.50045,1.0,0.500
Quais serviços modernos farmacêuticos prestam?,análise de segurança e eficácia de medicamentos.,1.66667,3.43523,1.0,0.000,1.875,4.25402,0.85714,0.750
Qual é a principal função de um farmacista?,experts em terapia medicamentosa.,1.66667,4.37319,1.0,0.500,1.4,3.01273,1.0,0.000
Quem foi um precursor da farmácia moderna?,apotecários,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
O que o treinamento farmacêutico foca?,otimização do uso de medicações.,1.71429,3.95066,0.83333,0.333,1.5,3.43523,1.0,0.333
Quais papéis tradicionais a farmácia desempenha?,composição e dispensação de medicamentos.,2.0,3.79304,1.0,0.250,1.5,3.43523,1.0,0.333
Nomeie uma empresa dos EUA que vende remédios.,Walgreens,2.0,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual é outro termo para farmacistas?,químico,1.57143,3.79304,1.0,0.333,0.0,1.0,1.0,1.000
