Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o principal tipo de desigualdade econômica medida?,Renda e riqueza.,1.8,4.61384,1.0,0.500,1.25,2.50045,1.0,0.500
Como a globalização afeta a desigualdade entre nações e internamente?,Reduziu entre nações,2.27273,4.96484,0.9,0.000,0.66667,2.50045,1.0,0.000
Quando ocorreu o pico da desigualdade de renda entre países?,Na década de 1970.,2.18182,4.82961,1.0,0.400,1.4,3.01273,1.0,0.500
Qual porcentagem das economias avançadas teve aumento no coeficiente de Gini superior a dois pontos?,Mais de 70%.,2.3125,5.65316,1.0,0.222,1.6,3.01273,1.0,0.000
O que é associado à instabilidade política e social devido à desigualdade econômica?,Revolução,2.42857,5.48607,0.92308,0.286,0.0,1.0,1.0,0.000
Como a maior desigualdade afeta o crescimento econômico?,Inibe o crescimento econômico.,2.11111,4.37319,1.0,0.600,1.4,3.01273,1.0,0.667
Quanto as taxas reduzem a desigualdade de renda nas economias avançadas?,Em um terço.,2.25,5.02467,1.0,0.167,1.25,2.50045,1.0,2.000
Qual tipo de desigualdade tem mais impacto no crescimento do que a de renda?,Desigualdade de terra e capital humano.,2.46667,5.63172,0.92857,0.571,1.85714,3.79304,1.0,1.000
Qual índice leva em conta a desigualdade para o desenvolvimento humano?,Índice de Desenvolvimento Humano Ajustado para Desigualdade.,2.0,5.02467,1.0,0.667,1.875,4.10211,1.0,0.286
Qual é o objetivo das políticas que afetam a distribuição de renda?,Reduzir desigualdades socioeconômicas.,1.92308,5.20226,1.0,0.667,1.25,2.50045,1.0,0.000
