Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a função principal do sistema imunológico?,proteger o organismo contra doenças.  ,1.88889,4.37319,1.0,0.600,1.5,3.43523,1.0,0.667
Quem é considerado o pai da imunologia?,Ilya Ilyich Mechnikov.  ,1.875,4.10211,1.0,0.250,1.25,2.50045,1.0,0.000
Quais são os dois tipos principais de imunidade?,imunidade inata e imunidade adaptativa.  ,1.77778,4.37319,1.0,0.250,1.5,3.59796,0.8,0.000
O que acontece quando o sistema imunológico cria memória para reconhecer patógenos?,formação de imunidade adaptativa.  ,2.38462,5.32781,0.91667,0.429,1.4,3.01273,1.0,0.333
Qual é o termo para um sistema imunológico que ataca o próprio corpo?,autoimunidade.  ,1.85714,5.48607,0.92308,0.500,0.5,1.0,1.0,0.000
Quais são alguns mecanismos utilizados pelo sistema imunológico para reconhecer patógenos?,fagocitose,2.58333,5.02467,1.0,0.429,0.0,1.0,1.0,0.000
Quais células são envolvidas na resposta imunológica adaptativa?,B células e T células.  ,2.11111,4.37319,1.0,0.333,1.66667,3.59796,0.8,0.000
O que é o sistema complemento no contexto imunológico?,um sistema que ajuda na luta contra patógenos.  ,2.3,4.75438,0.88889,0.200,1.66667,4.37319,1.0,0.750
O que ocorre quando o sistema imunológico é menos ativo do que o normal?,imunodeficiência.  ,2.53333,5.91044,0.78571,0.714,0.5,1.0,1.0,0.000
Quais são exemplos de células que fazem parte do sistema imunológico?,neutrófilos,2.0,5.02467,1.0,0.429,0.0,1.0,1.0,0.000
