Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a localização do Parlamento Escocês?,Edimburgo,2.0,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Quantos membros compõem o Parlamento Escocês?,129,1.71429,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Qual o sistema de representação utilizado para eleger os MSPs?,Representação proporcional mista,2.63636,4.82961,1.0,0.600,1.0,2.50045,1.0,0.000
Em que ano foi realizada a última eleição geral para o parlamento escocês?,2016,1.92857,5.36491,1.0,0.500,0.0,1.0,1.0,0.000
Qual foi o nome da câmara legislativa do Reino da Escócia antes do Ato de União de 1707?,Estados da Escócia,3.52632,6.35243,0.83333,0.182,1.0,2.50045,1.0,0.000
Qual lei estabeleceu o atual Parlamento Escocês?,Lei da Escócia de 1998,1.875,4.10211,1.0,0.400,1.0,3.43523,1.0,0.000
Quem é atualmente o líder do Parlamento Escocês?,Alison Johnstone,2.11111,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Qual o nome do edifício que abriga o Parlamento Escocês?,Scottish Parliament Building,2.18182,4.96484,0.9,0.400,1.0,2.50045,1.0,0.000
Qual o nome do departamento responsável pelo Scottish Parliament?,Cabinet Secretary for Rural Affairs and Islands,2.4,4.61384,1.0,0.400,1.42857,4.10211,1.0,0.000
Qual o nome do líder do partido Scottish National Party?,Nicola Sturgeon,3.63636,4.96484,0.9,0.500,0.5,1.85566,1.0,0.000
