Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a capital de Victoria?,Melbourne  ,1.57143,3.79304,1.0,0.667,0.0,1.0,1.0,0.000
Quando foi oficialmente estabelecida a colônia de Victoria?,1851  ,1.77778,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Qual é a classificação do PIB de Victoria na Austrália?,segundo  ,1.90909,4.82961,1.0,0.286,0.0,1.0,1.0,2.000
Quantas cadeiras possui Victoria na Câmara dos Representantes da Austrália?,38  ,3.18182,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
Qual cidade em Victoria é chamada de capital esportiva da Austrália?,Melbourne  ,2.33333,5.02467,1.0,0.571,0.0,1.0,1.0,0.000
Quem é o atual primeiro-ministro de Victoria?,Daniel Andrews  ,1.625,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Qual é o maior estádio da Austrália?,Melbourne Cricket Ground  ,1.75,4.10211,1.0,0.500,1.0,2.50045,1.0,0.000
Qual é a universidade mais antiga de Victoria?,Universidade de Melbourne  ,1.88889,4.37319,1.0,0.400,0.66667,2.50045,1.0,0.333
Qual evento está localizado em Victoria e envolve ciclismo?,Great Victorian Bike Ride  ,2.3,4.61384,1.0,0.167,1.5,3.01273,1.0,0.000
Qual é a densidade populacional de Victoria?,28,1.75,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
