Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a ideia principal do Islãsmo?,Restaurar prática islâmica autêntica.,1.75,4.10211,1.0,0.250,1.4,3.01273,1.0,0.250
Quem pode ser considerado um ativista islamista?,Quem promove princípios islâmicos na política.,1.625,4.10211,1.0,0.400,1.85714,3.79304,1.0,0.250
Hassan al-Banna foi central em qual movimento?,Movimento fundador Irmão Muçulmano.,2.375,4.10211,1.0,0.400,1.6,3.01273,1.0,0.000
Qual figura renegou o assassinato de civis?,Sayyid Qutb.,1.75,4.10211,1.0,0.250,1.0,1.85566,1.0,0.000
O que Robin Wright afirma sobre o Islãsmo?,Redefiniu política e fronteiras Médio Oriente.,2.0,4.51932,0.875,0.500,1.71429,3.79304,1.0,0.200
Como são vistos alguns islamistas pós-Arab Spring?,Engajados em políticas democráticas ou extremistas.,1.75,4.10211,1.0,0.200,1.57143,3.79304,1.0,0.000
Quem é contra a ideia de violência para alcançar fins?,Muitos movimentos islâmicos pacíficos.,1.72727,4.82961,1.0,0.400,1.6,3.01273,1.0,0.000
Qual é uma das formas chamadas por analistas?,Política identitária envolvendo comunidade islâmica.,2.33333,4.37319,1.0,0.000,1.5,3.43523,1.0,0.200
Como alguns islamistas veem o termo Islãsmo?,Implica em violência e extremismo.,1.875,4.10211,1.0,0.250,1.5,3.43523,1.0,0.333
Quais são os principais objetivos do movimento islamista?,Implementar Sharia,2.0,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
