Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o nome do filo dos ctenóforos?,Ctenophora,2.33333,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Como são conhecidos comumente os ctenóforos?,Comb jellies,1.57143,3.79304,1.0,0.250,0.5,1.85566,1.0,0.000
O que usam os ctenóforos para nadar?,Cilios chamados de combs,1.625,4.10211,1.0,0.333,0.75,3.01273,1.0,0.000
Qual é a faixa de tamanho dos ctenóforos adultos?,De alguns milímetros a 1,2.0,4.61384,1.0,0.400,1.2,3.43523,1.0,0.000
Quantas espécies foram validadas?,100 a 150 espécies,1.6,3.01273,1.0,0.000,0.75,3.01273,1.0,0.000
Quais são as células adesivas nas tentáculos?,Colloblasts,2.0,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual é a estrutura do corpo dos ctenóforos?,Camada de duas células,2.33333,4.37319,1.0,0.500,0.75,3.01273,1.0,0.000
Quais são as exceções aos ctenóforos serem predadores?,Juvenis parasitas,2.22222,4.37319,1.0,0.200,0.5,1.85566,1.0,0.000
Quando datam os fósseis dos ctenóforos?,No Cambriano,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é a principal disputa filogenética?,Posição dos ctenóforos na árvore da vida,1.57143,3.79304,1.0,0.500,3.0,4.10211,1.0,0.500
