Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual alias usavam Huguenotes para se latentizar?,Nathalie,2.125,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Onde estavam escondidos Huguenotes durante a Massacre de Dauga?,As caves of Dauga Valley,1.7,4.61384,1.0,0.667,1.4,3.43523,1.0,0.000
Por que Huguenotes evitavam a persecuição?,Para evitar a persecution,1.57143,3.79304,1.0,0.000,1.0,3.01273,1.0,0.500
Qual local da França era frequentemente usado por Huguenotes?,Em places like Orléans e Tours,2.3,4.61384,1.0,0.500,1.0,3.79304,1.0,0.000
Quaisões Huguenotes podiam ficar escondidos sem serem descobertos?,For 8 semanas,1.77778,4.37319,1.0,0.143,0.66667,2.50045,1.0,0.000
O que representavam Huguenotes para a sociedade francesa?,They were carriers of resistance.,1.88889,4.37319,1.0,0.250,2.0,3.43523,1.0,0.000
Qual reação Huguenotes tiveram quando foram encontrados?,Elas se esforcavam por não revelar suas trajectories.,2.0,4.10211,1.0,0.200,1.77778,4.37319,1.0,0.750
Por que Huguenotes comumente eram impactados negativamente após serem descobertos?,Por serem arredondados ou executados sem conseqüências significativas para a vida cotidiana,2.09091,4.82961,1.0,0.000,1.0,5.20226,1.0,0.143
O que era a principal razão de survival dos sobreviventes?,A suporte local.,2.36364,4.82961,1.0,0.600,1.25,2.50045,1.0,1.000
Quaisões Huguenotes usavam para latentizar-se?,Em caves,1.66667,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
