Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Computational complexity theory é conhecida por quê?,teoria da complexidade computacional,2.0,4.10211,1.0,0.000,1.5,3.01273,1.0,0.333
Por que a teoria da complexidade computacional é importante na ciência da computação?,porque ela permite classificar problemas de acordo com o nível de dificuldade e classe de relacionamento.,2.57143,5.48607,0.92308,0.571,2.11765,6.01226,0.875,0.714
Quem é famoso por contribuir para Computational complexity theory?,Nikolai Sergeevich Bakhvalov,2.3,4.61384,1.0,0.333,1.0,2.50045,1.0,0.000
Qual subdisciplina de Computer science abrange Computational complexity theory?,análise de algoritmos e teoria da computabilidade,2.7,4.61384,1.0,0.000,1.28571,4.10211,1.0,0.500
Como a Computational complexity theory classifica problemas computacionais?,por dificuldade inerente e classe de relacionamento,2.77778,4.37319,1.0,0.000,1.0,4.10211,1.0,0.750
Quem atua em Computational complexity theory?,Jelani Nelson,2.0,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é o papel da Computational complexity theory na ciência da computação teórica?,ela analisa a complexidade de problemas e classe de relacionamento.,3.78571,5.48607,0.92308,0.375,2.0,4.96484,0.9,0.400
Em que formato a Computational complexity theory usa modelos de página wiki?,Template:Computer science,2.23077,5.20226,1.0,0.250,1.0,2.50045,1.0,0.000
Como a Computational complexity theory está relacionada à categoria Algoritmos?,uso do Template:See also,2.36364,4.82961,1.0,0.143,1.83333,3.43523,1.0,0.250
Quem atua na área da Computational complexity theory?,Oscar H. Ibarra,2.55556,4.37319,1.0,0.200,1.0,2.50045,1.0,0.000
