Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quando começou a crise do petróleo de 1973?,outubro de 1973,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Qual foi o motivo da crise do petróleo de 1973?,suporte a Israel durante a Guerra do Yom Kippur,2.63636,4.82961,1.0,0.600,1.44444,4.75438,0.88889,0.875
Quais países foram inicialmente alvo do embargo petrolífero?,Canadá,2.22222,4.37319,1.0,0.167,0.0,1.0,1.0,0.000
Qual foi o preço do petróleo em março de 1974?,cerca de US$ 12 por barril,2.18182,4.82961,1.0,0.600,1.14286,3.79304,1.0,0.000
Qual é outro nome para a crise do petróleo de 1973?,primeiro choque do petróleo,1.83333,5.02467,1.0,0.600,1.0,3.01273,1.0,1.000
Quais países foram incluídos no embargo após a expansão?,Portugal,1.8,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
Quando o embargo petrolífero terminou?,março de 1974,1.83333,3.43523,1.0,0.000,0.66667,2.50045,1.0,0.500
Qual foi o resultado das negociações do governo Nixon?,Israel se retirou do Sinai e do Golan,2.7,4.61384,1.0,0.400,1.375,4.51932,0.875,0.000
Quando ocorreu a segunda crise do petróleo?,1979,1.75,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Quais foram os efeitos econômicos da crise?,aumento dos preços do petróleo e crises internacionais.,2.0,4.10211,1.0,0.250,2.0,4.37319,1.0,0.400
