Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
- Não conduz pesquisa original, utiliza voluntários para revisões.,0.8,3.01273,1.0,0.750,1.4,3.01273,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o presidente do IPCC?,Hoesung Lee,1.71429,3.79304,1.0,0.333,0.5,1.85566,1.0,0.000
Quem foi o primeiro presidente do IPCC?,Bert Bolin,1.75,4.10211,1.0,0.500,0.5,1.85566,1.0,0.000
Em qual país está a sede do IPCC?,Suíça,1.88889,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
Quais organizações estabeleceram o IPCC?,Organização Meteorológica Mundial (OMM) e Programa das Nações Unidas para o Meio Ambiente (PNUMA),1.66667,3.43523,1.0,0.000,2.16667,5.51466,1.0,0.385
O que a ONU quer estabilizar de acordo com o contexto do IPCC?,concentrações de gases de efeito estufa na atmosfera,2.57143,5.48607,0.92308,0.000,1.25,4.51932,0.875,0.600
Qual foi a data de estabelecimento do IPCC?,1988,1.77778,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
Qual é a função dos membros do IPCC?,representar os governos de seus países e participar do processo de avaliação climática,2.33333,4.37319,1.0,0.250,1.30769,5.48607,0.92308,0.571
O que o IPCC não faz?,não conduz pesquisa original,1.71429,3.95066,0.83333,0.667,0.75,3.01273,1.0,1.250
Qual foi um impacto significativo do relatório AR6 de 2021?,considerado a mais severa advertência sobre mudanças climáticas irreversíveis,2.63636,4.82961,1.0,0.000,1.0,4.61384,1.0,0.750
Quem recebeu o Nobel da Paz em 2007 junto com o IPCC?,Al Gore.,2.69231,5.32781,0.91667,0.000,1.0,1.85566,1.0,0.000
