Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. What is the basis of EU law?,Estatuto supra-nacional,1.6875,4.37319,1.0,0.000,0.5,1.85566,1.0,0.000
2. When was the European Coal and Steel Community founded?,1952,2.15,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
3. What does EU law aim to promote?, Paz e justiça social,1.6875,4.37319,1.0,0.000,0.75,3.01273,1.0,0.667
4. Which economic principle does EU law support with full employment?, Economia social com emprego integral,2.38636,5.02467,1.0,0.000,1.0,3.43523,1.0,0.500
5. To prevent which type of unemployment?, Desemprego-social,1.46429,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
6. Why focus on environmental protection?, Para garantir um futuro sustentável,1.25,3.79304,1.0,0.000,0.8,3.43523,1.0,0.667
7. Which Treaties form the constitutional structure?, Tratados da Convenção Europeia de Comunicação Energética e da Antecessora Cooperação,1.46429,4.10211,1.0,0.000,1.63636,5.1549,0.90909,0.125
8. Created by member states via which Treaties for what purpose?, Tratados para criar a structura constitucional do estado da Europa,2.06818,5.02467,1.0,0.000,1.9,4.82961,1.0,0.333
9. Who interprets EU law?, Justiça Common European,1.05,3.43523,1.0,0.000,1.0,2.50045,1.0,0.000
10. Legal framework operates within how many member states?, 27,2.25,4.61384,1.0,0.000,0.0,1.0,1.0,0.000
7. Which Treaties form the constitutional structure?, Tratados da Convenção Europeia de Comunicação Energética e das Antecessoras Condições Generais do Cooperação (Comunidade Europeia de Combustíveis),1.46429,4.10211,1.0,0.000,2.5,6.22924,0.88889,0.235
And for point 8: created by member states via which Treaties for what purpose?, Tratados para criar a Constituição da Justiça Europeia,3.6875,5.63172,0.92857,0.000,1.25,4.37319,1.0,0.167
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Para evitar qual tipo de desemprego?,Desemprego-social,1.71429,3.79304,1.0,1.000,0.0,1.0,1.0,0.000
Quais Tratados formaram a estrutura constitucional?,Tratados da Convenção Europeia de Comunicação Energética e das Antecessoras Condições Generais do Cooperação (Comunidade Europeia de Combustíveis),1.71429,3.79304,1.0,0.250,2.5,6.22924,0.88889,0.235
Criado por os Estados-Membros via quais Tratados para qual propósito?,Tratados para criar a Constituição da Justiça Europeia,2.81818,4.82961,1.0,0.250,1.25,4.37319,1.0,0.167
O framework legal operate em quantos Estados-Membros?,27,1.875,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
