Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual o objetivo principal da lei da União Europeia?,Promover paz,2.4,4.75438,0.88889,0.800,0.5,1.85566,1.0,0.500
Quantos estados membros compõem a União Europeia?,27,2.0,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Qual instituição cria o direito jurisprudencial da UE?,O Tribunal de Justiça da União Europeia,2.11111,4.37319,1.0,0.800,1.28571,4.10211,1.0,0.167
Em que ano foi fundada a Comunidade Europeia do Carvão e do Aço?,1952,2.42857,5.48607,0.92308,0.400,0.0,1.0,1.0,0.000
Qual a base estrutural da lei da União Europeia?,Os Tratados da União Europeia,2.4,4.75438,0.88889,0.400,1.0,3.43523,1.0,0.000
Qual área de estudo John Bell (especialista jurídico) atua?,Direito da União Europeia,3.5,4.61384,1.0,0.286,1.0,3.01273,1.0,0.000
Qual revista atua na disciplina de Direito da União Europeia?,Common Market Law Review,2.81818,4.82961,1.0,0.286,1.5,3.01273,1.0,0.000
Qual modelo de página wiki é usado no Direito da União Europeia?,Template:R from move,2.30769,5.20226,1.0,0.333,1.2,3.01273,1.0,0.000
Henry G. Schermers é relacionado a qual área do direito?,Direito da União Europeia,2.0,4.82961,1.0,0.571,1.0,3.01273,1.0,0.000
Qual o tipo de sistema jurídico que a lei da UE representa?,Sistema de leis supranacionais,2.15385,5.20226,1.0,0.500,0.75,3.01273,1.0,0.000
