Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
I also need to ensure that each entry in the CSV follows the correct format: name,answer. The user provided an example with 10 lines,8.0,5.89142,0.9375,0.000,1.3125,4.61384,1.0,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Normans,their language (old norwegian and old norse),0.0,1.0,1.0,0.000,4.0,4.25402,0.85714,0.000
Normannia,name of the place where Normans lived and worked,0.0,1.0,1.0,0.000,4.0,4.61384,1.0,0.000
The Normans,their education system,0.5,1.85566,1.0,0.000,1.0,2.50045,1.0,0.000
Normans,which languages do they speak besides their native language,0.0,1.0,1.0,0.000,4.0,4.61384,1.0,0.000
Normannia,description of a famous castle or structure in Normans' history,0.0,1.0,1.0,0.000,5.0,4.82961,1.0,0.400
Normans,key historical events or figures (e.g.,0.0,1.0,1.0,0.000,2.875,3.79304,1.0,0.000
Normannia,description of the Normans as a noble and powerful group,0.0,1.0,1.0,0.000,1.8,4.82961,1.0,0.400
The Normans,their military background,0.5,1.85566,1.0,0.000,1.0,2.50045,1.0,0.000
Normans,which languages do they speak besides their native language,0.0,1.0,1.0,0.000,4.0,4.61384,1.0,0.000
Normannia,description of the Normans during a particular time period,0.0,1.0,1.0,0.000,1.66667,4.61384,1.0,0.250
