Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem foram os principais comandantes britânicos na Guerra Francesa e Indiana?,George Washington,2.25,5.02467,1.0,0.250,0.5,1.85566,1.0,0.000
Qual foi a força militar da França durante o conflito?,10.000 regulares (troupes de la terre e troupes de marine,2.27273,4.82961,1.0,0.600,1.09091,5.12344,0.8,0.000
Qual foi a força militar das colônias britânicas durante o conflito?,42.000 regulares e milícia (pico de força em 1758) ,2.33333,5.02467,1.0,0.500,1.18182,4.61384,1.0,0.400
Quais foram os principais combatentes da Guerra Francesa e Indiana?,Algonquin,2.45455,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
Qual foi a principal área geográfica do conflito?,América do Norte,2.0,4.37319,1.0,0.600,1.0,2.50045,1.0,0.333
Quantas pessoas estavam nas colônias francesas norte-americanas?,60.000 colonos europeus,1.875,4.10211,1.0,0.000,0.66667,2.50045,1.0,0.000
Quantas pessoas estavam nas colônias britânicas?,2 milhões de habitantes,1.71429,3.79304,1.0,0.000,0.75,3.01273,1.0,0.000
Quais erros táticas ou estratégicas contribuíram para o fracasso inicial das forças britânicos?,má administração,2.64286,5.36491,1.0,0.250,0.5,1.85566,1.0,0.500
Quem liderou as Forças Troupes de Marine na Guerra Francesa e Indiana?,Pierre François de Rigaud,2.46154,5.20226,1.0,0.333,0.75,3.01273,1.0,0.250
Quais eram os principais grupos indígenas aliados das forças francesas?,Wabanaki Confederacy,2.27273,4.82961,1.0,0.000,0.5,1.85566,1.0,0.000
