Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando começou a crise do petróleo de 1973?,outubro de 1973,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.500
Qual foi o principal objetivo do embargo proclamado em 1973?,afectar países que haviam apoiado Israel durante a Guerra do Yom Kippur,2.54545,4.82961,1.0,0.500,1.58333,5.20226,1.0,0.111
Qual foi a consequência mais imediata do embargo de petróleo?,subida significativa nos preços globais,2.18182,4.82961,1.0,0.333,1.0,3.43523,1.0,0.250
Qual foi outro país alvo do embargo além dos Estados Unidos e do Japão?,Portugal,3.0,5.63172,0.92857,0.286,0.0,1.0,1.0,0.000
Quem negociou a retirada das tropas israelenses da Península do Sinai?,Henry Kissinger,2.5,5.02467,1.0,0.143,0.5,1.85566,1.0,0.000
Em que data ocorreu a retirada das tropas israelenses?,18 de janeiro de 1974,2.1,4.61384,1.0,0.200,0.8,3.59796,0.8,0.333
Qual foi outro efeito importante da crise?,o embargo causou uma crise de energia global,2.125,4.10211,1.0,0.750,1.0,4.37319,1.0,0.400
Quem proclamou o embargo inicialmente?,Países árabes liderados pela Arábia Saudita,2.0,3.43523,1.0,0.000,1.33333,3.79304,1.0,0.000
Qual foi a principal consequência econômica na época?,inflação e escassez de petróleo,2.0,4.37319,1.0,0.400,0.8,3.43523,1.0,0.667
Por que os países europeus se juntaram aos Estados Unidos?,para evitar boicotes.,2.09091,4.82961,1.0,0.000,1.25,2.50045,1.0,0.500
