Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quando o Parlamento escocês foi convocado?,12 de maio de 1999  ,1.85714,3.79304,1.0,0.000,0.8,3.59796,0.8,0.333
Qual lei definiu seus poderes legislativos?,Lei da Escócia de 1998  ,1.71429,3.79304,1.0,0.250,1.0,3.43523,1.0,0.000
Quantos membros compõem o Parlamento?,129 membros  ,1.66667,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual órgão retém poderes reservados?,Parlamento do Reino Unido  ,2.0,3.43523,1.0,0.250,1.0,3.01273,1.0,0.000
Qual região eleitoral possui 15 a 17 deputados?,West Scotland  ,2.0,4.37319,1.0,0.400,0.5,1.85566,1.0,0.000
Quando ocorreu a última eleição?,6 de maio de 2021  ,1.5,3.43523,1.0,0.333,0.8,3.59796,0.8,0.333
Qual partido conquistou a maioria em 2021?,Partido Nacional Escocês  ,1.75,4.10211,1.0,0.500,1.0,2.50045,1.0,0.000
Qual ato limita a autonomia do Parlamento?,Lei do Mercado Interno do Reino Unido  ,1.875,4.10211,1.0,0.250,2.28571,4.25402,0.85714,0.000
Qual é a cor de fundo do Parlamento?,#500791  ,1.77778,4.37319,1.0,0.750,0.5,1.85566,1.0,0.000
Qual comissão lida com assuntos culturais?,Cultura da Escócia,1.71429,3.79304,1.0,0.250,1.0,2.50045,1.0,0.000
