Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Ctenophores são comumente conhecidos como?,comb jellies,1.5,3.43523,1.0,0.250,0.5,1.85566,1.0,0.000
Quantos tipos de ctenophores foram validados?,100 a 150,2.0,3.79304,1.0,0.000,0.66667,2.50045,1.0,0.000
Qual é a característica notável dos ctenophores para nadar?,combs de cilios,1.9,4.61384,1.0,0.400,0.66667,2.50045,1.0,0.000
Quais células em ctenophores capturam presas?,colloblasts,1.71429,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
Como são os corpos dos ctenophores descritos?,massa de gelatina,2.0,4.10211,1.0,0.250,0.66667,2.50045,1.0,1.000
Ctenophora está presente nas águas do oceano onde?,mundialmente,2.55556,4.37319,1.0,0.600,0.0,1.0,1.0,0.000
Qual é a hipótese que sugere que as esponjas são o grupo irmão de todos os animais multicelulares?,Hipótese Irmã Porifera,1.89474,6.11685,0.94444,0.444,1.0,2.50045,1.0,0.000
Quem sugeriu que o algoritmo usado para análise estava sendo enganado por genes específicos dos ctenophores?,Pisani et al.,2.35294,5.78178,1.0,0.200,1.5,2.50045,1.0,0.000
Qual é a faixa de tamanho de um adulto típico de ctenophore?,alguns milímetros a 1,1.84615,5.47097,0.83333,0.667,0.75,3.01273,1.0,0.000
Quando remontam os fósseis que parecem representar ctenophores?,cerca de 525 milhões de anos atrás,1.66667,4.37319,1.0,0.200,1.28571,4.25402,0.85714,0.333
