Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Força,quando a força é usada para estudar máquinas simples?,0.0,1.0,1.0,0.000,1.8,4.61384,1.0,0.500
Força,qual conceito os filósofos da antiguidade usavam para estudar máquinas simples?,0.0,1.0,1.0,0.000,2.33333,5.02467,1.0,0.429
Força,qual era a crença de que manter o movimento exigia força?,0.0,1.0,1.0,0.000,1.83333,5.02467,1.0,0.833
Força,qual é a natureza da força?,0.0,1.0,1.0,0.000,1.71429,3.79304,1.0,0.667
Força,qual é a unidade de medida da força?,0.0,1.0,1.0,0.000,1.77778,4.37319,1.0,0.750
Força,qual é a direção da força?,0.0,1.0,1.0,0.000,1.71429,3.79304,1.0,0.667
Força,qual é o efeito fundamental de uma força sobre um objeto?,0.0,1.0,1.0,0.000,1.83333,5.02467,1.0,0.800
Força,qual é a força que se opõe a movimento?,0.0,1.0,1.0,0.000,1.7,4.75438,0.88889,0.500
Força,qual é a força que mantém as coisas estacionárias?,0.0,1.0,1.0,0.000,1.7,4.61384,1.0,0.200
Força,qual é a força que desloca as coisas?,0.0,1.0,1.0,0.000,1.66667,4.37319,1.0,0.250
