Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual o local da Universidade de Chicago?,Chicago,1.75,4.10211,1.0,0.500,0.0,1.0,1.0,0.000
Quando a Universidade de Chicago foi fundada?,1890,2.0,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
Qual a escola de negócios da Universidade de Chicago?,Escola de Negócios Booth,1.8,4.75438,0.88889,0.400,1.5,3.01273,1.0,0.000
Qual o apelido das equipes esportivas da Universidade de Chicago?,Maroons,3.27273,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Qual o nome da biblioteca principal da Universidade de Chicago?,Biblioteca Regenstein,2.18182,4.96484,0.9,0.667,0.5,1.85566,1.0,0.000
Qual economista prêmio Nobel associado à Universidade de Chicago?,Milton Friedman,2.7,4.61384,1.0,0.286,0.5,1.85566,1.0,0.000
Qual a área principal de pesquisa da Universidade de Chicago?,Ciências sociais,1.90909,4.96484,0.9,0.667,0.5,1.85566,1.0,0.000
Em qual estado está localizada a Universidade de Chicago?,Illinois,1.8,4.61384,1.0,0.333,0.0,1.0,1.0,0.000
Qual o nome do mascote da Universidade de Chicago?,Maroons,2.9,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
A Universidade de Chicago é membro de qual organização?,Associação Americana de Universidades,2.2,4.75438,0.88889,0.500,0.75,3.01273,1.0,0.250
