Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quantidade dehabitantes de Vitória (Austrália),290.000 habitantes,1.28571,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é o capital da Austrália,O capital da Austrália é Canberra,1.0,3.79304,1.0,0.667,1.5,3.79304,1.0,0.500
Determine onde está localizada Vitória no Brasil,Vitória está localizada no Amazonas,1.28571,4.10211,1.0,0.000,0.8,3.43523,1.0,0.000
qual é a língua oficial de Vitória,(Português e Inglês),1.0,4.10211,1.0,0.750,1.0,2.50045,1.0,0.667
 qual é a moedinha utilizada em Vitória,(BRL - Brazilian real),1.0,4.10211,1.0,0.000,2.5,2.50045,1.0,0.667
 Qual é a montanha onde está localizada Vitória,(Pindaricucesso Plateau,0.875,4.37319,1.0,0.200,1.0,1.85566,1.0,0.000
 qual é a principal raça dos habitantes de Vitória,(Brasileira),1.33333,4.61384,1.0,0.400,1.0,1.0,1.0,0.000
 qual é a religião mais diffuse nas cidades de Vitória,(Cristianidade),1.4,4.82961,1.0,0.333,1.0,1.0,1.0,0.000
 qual é a hora UTC nas cidades de Vitória,(Horário UTC-1),1.33333,4.61384,1.0,0.200,1.5,1.85566,1.0,0.000
 Qual é a culinária tíca nas cidades de Vitória,(Ceviche,1.55556,4.61384,1.0,0.000,0.5,1.0,1.0,0.000
