Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a temperatura mínima em fevereiro em Varsóvia?,-3,1.8,4.75438,0.88889,0.400,0.0,1.0,1.0,0.000
Qual é a profundidade de neve em abril em Varsóvia?,1 cm  ,1.72727,4.96484,0.9,0.600,0.5,1.85566,1.0,0.000
Qual é o sistema métrico utilizado em Varsóvia?,sistema métrico  ,2.0,4.37319,1.0,0.200,0.5,1.85566,1.0,0.500
Qual é o nome do jornal com sede em Varsóvia?,Życie Warszawy  ,2.27273,4.82961,1.0,0.600,0.5,1.85566,1.0,0.000
Qual é a temperatura máxima registrada em agosto em Varsóvia?,38 °C  ,2.27273,4.96484,0.9,0.333,0.5,1.85566,1.0,0.000
Quantos distritos compõem Varsóvia?,18 distritos  ,1.6,3.01273,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é a área total de Varsóvia em km²?,517 km²  ,1.81818,4.61384,1.0,0.600,1.0,1.85566,1.0,0.000
Quais são os dois aeroportos internacionais de Varsóvia?,Warsaw Chopin e Warsaw Modlin  ,1.77778,4.37319,1.0,0.250,1.0,3.59796,0.8,0.000
Qual é o nome do palácio em Varsóvia?,Palácio de Wilanów  ,2.33333,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual é a classificação de Varsóvia como cidade global?,Alpha,2.0,4.61384,1.0,0.667,0.0,1.0,1.0,0.000
