Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a definição básica de imperialismo?,A extensão de poder e domínio,1.75,4.10211,1.0,0.250,0.83333,3.79304,1.0,1.333
Quais são os dois tipos de poder frequentemente usados no imperialismo?,Hard power (militar) e soft power (cultural e diplomático).,2.16667,5.02467,1.0,0.500,2.14286,4.92241,0.77778,0.286
Quais são as principais formas de exercício do imperialismo?,Aquisição territorial,1.8,4.61384,1.0,0.400,0.5,1.85566,1.0,0.500
Qual a relação entre imperialismo e colonialismo?,O imperialismo é um conceito mais amplo que engloba o colonialismo,2.0,4.10211,1.0,0.333,1.18182,5.1549,0.90909,0.429
Como o imperialismo se diferencia de outras formas de expansão?,Envolve a busca por controle direto e a imposição de poder.,1.90909,4.96484,0.9,0.000,2.5,5.1549,0.90909,0.833
Quais são os elementos-chave da definição de imperialismo?,Poder,1.77778,4.37319,1.0,0.500,0.0,1.0,1.0,0.000
Qual o papel da cultura no imperialismo?,A difusão da cultura dominante para consolidar o poder.,2.375,4.10211,1.0,0.667,3.0,4.61384,1.0,0.600
Quais são os exemplos históricos de imperialismo?,Império Romano,1.75,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Quais são os impactos negativos do imperialismo?,Exploração,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Como o conceito de imperialismo se aplica à política contemporânea?,Através de influência econômica e política de grandes potências.,1.81818,4.82961,1.0,0.400,2.2,4.75438,0.88889,0.400
