Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quem é conhecido por Computational complexity theory?,Nikolai Sergeevich Bakhvalov,2.125,4.10211,1.0,0.200,1.0,2.50045,1.0,0.000
Computational complexity theory possui hiperônimo de que tipo?,Branch,2.0,4.37319,1.0,0.167,0.0,1.0,1.0,0.000
Qual é o título de Computational complexity theory?,Computational complexity classes,1.77778,4.37319,1.0,0.200,1.0,2.50045,1.0,0.000
Que modelo de página wiki Computational complexity theory usa?,Template:Computer science,2.7,4.61384,1.0,0.286,1.0,2.50045,1.0,0.000
Quem atua na disciplina Computational complexity theory?,Jelani Nelson,2.375,4.10211,1.0,0.200,0.5,1.85566,1.0,0.000
Qual é o tipo de Computational complexity theory?,PsychologicalFeature100023100,1.77778,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Que modelo de página wiki Computational complexity theory usa?,Template:Quote,2.7,4.61384,1.0,0.286,1.0,1.85566,1.0,0.000
Quem é conhecido por Computational complexity theory?,Larry Stockmeyer,2.125,4.10211,1.0,0.200,0.5,1.85566,1.0,0.000
Qual é a data associada a Computational complexity theory?,January 2022,2.2,4.75438,0.88889,0.167,0.5,1.85566,1.0,0.000
Que imagem representativa Computational complexity theory possui?,Complexity subsets pspace.svg,3.5,4.10211,1.0,0.167,2.0,2.50045,1.0,0.000
