Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Quem fundou a dinastia Yuan?,Kublai Khan,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Qual o período de existência da dinastia Yuan?,1271 a 1368,2.0,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual dinastia precedeu a Yuan?,Song,1.66667,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Qual o nome oficial da dinastia Yuan?,Great Yuan,1.875,4.10211,1.0,0.750,0.5,1.85566,1.0,0.000
Qual a importância do título Mandate of Heaven?,Legitimidade do governo,2.77778,4.37319,1.0,0.400,1.0,2.50045,1.0,0.500
Em que ano terminou a conquista da China pelos Mongóis?,1279,2.45455,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
Qual o nome do script usado pelos Yuan?,Phags-pa script,2.22222,4.37319,1.0,0.500,0.5,1.85566,1.0,0.000
Qual o status do título Great Khan?,Supremacia sobre outros khanates,2.375,4.10211,1.0,0.250,0.75,3.01273,1.0,0.000
Quem foi considerado o fundador oficial da dinastia Yuan?,Genghis Khan,2.2,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
Onde os Yuan se retiraram após a derrota pelos Ming?,Mongólia,2.0,4.82961,1.0,0.200,0.0,1.0,1.0,0.000
