Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a definição básica de Islamismo?,Ideologia política que busca reviver o Islã.,1.75,4.10211,1.0,0.250,1.75,4.10211,1.0,0.400
Quais são as duas principais estratégias associadas ao Islamismo?,Reformista e Revolucionária,2.0,4.61384,1.0,0.200,0.66667,2.50045,1.0,0.667
Como o Islamismo se diferencia de outras formas de fundamentalismo religioso?,Foco na reconstituição estatal.,1.91667,5.1549,0.90909,0.200,1.4,3.01273,1.0,0.000
Quais são os elementos chave na visão de mundo do Islamismo?,Sharia,2.33333,5.02467,1.0,0.667,0.0,1.0,1.0,0.000
Como o Islamismo se relaciona com o conceito de sharia?,Base legal e moral do sistema político.,1.90909,4.96484,0.9,0.250,2.125,4.10211,1.0,0.800
Qual o papel da identidade religiosa no Islamismo?,Fortalecimento da identidade musulmana.,2.77778,4.37319,1.0,0.500,1.6,3.01273,1.0,0.333
Quais são alguns dos grupos ou movimentos que se identificam com o Islamismo?,Muslim Brotherhood,2.0,5.36491,1.0,0.200,0.5,1.85566,1.0,0.000
Como o Islamismo se manifestou em diferentes contextos geográficos?,Variações regionais com adaptações locais.,1.9,4.61384,1.0,0.000,1.66667,3.43523,1.0,0.000
Quais são algumas das críticas associadas ao Islamismo?,Violência,2.33333,4.37319,1.0,0.250,0.0,1.0,1.0,0.000
Como o Islamismo influenciou a política do Oriente Médio e Norte da África?,Revoluções,2.57143,5.36491,1.0,0.143,0.0,1.0,1.0,0.000
