Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a localização da Universidade Harvard?,Cambridge,2.0,4.10211,1.0,0.000,0.0,1.0,1.0,0.000
Em que ano foi fundada a Universidade Harvard?,1636,1.88889,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
A qual grupo de universidades pertence a Universidade Harvard?,Ivy League,2.1,4.75438,0.88889,0.200,0.5,1.85566,1.0,0.000
De quem a Universidade Harvard recebeu seu nome?,John Harvard,2.0,4.37319,1.0,0.250,0.5,1.85566,1.0,0.000
Quem transformou a Universidade Harvard em uma moderna universidade de pesquisa no final do século XIX?,Charles William Eliot,2.64706,5.89142,0.9375,0.556,1.0,2.50045,1.0,0.000
Quem foi a primeira mulher a liderar a Universidade Harvard e em que ano?,Drew Gilpin Faust em 2007,2.0,5.76263,0.85714,0.286,1.0,3.43523,1.0,0.000
Onde está localizado o campus principal da Universidade Harvard?,Harvard Yard,1.9,4.61384,1.0,0.143,0.5,1.85566,1.0,0.000
Quantos presidentes dos Estados Unidos se formaram na Universidade Harvard?,Oito,2.18182,4.82961,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o nome de um dos ex-alunos destacados mencionado no contexto?,James Cullen Martin,2.53846,5.20226,1.0,0.167,1.0,2.50045,1.0,0.000
Em quantas modalidades esportivas a equipe do Harvard Crimson compete?,42,2.72727,4.82961,1.0,0.167,0.0,1.0,1.0,0.000
