Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a principal fonte da lei islâmica?,O Alcorão e os Súbis,2.0,4.37319,1.0,0.600,1.0,3.43523,1.0,0.500
Qual é o sistema político conhecido como Califado?,Um sistema de governança liderado por um Califado,1.77778,4.37319,1.0,0.600,1.25,4.51932,0.875,0.250
Qual país possui um partido político que promove princípios islâmicos?,Irã (com o Guardião Revolucionário Islâmico),1.90909,4.82961,1.0,0.429,1.25,3.79304,1.0,0.000
Qual é o papel da Sharia na governança islâmica?,Funciona como um marco legal,2.7,4.61384,1.0,0.200,1.0,3.43523,1.0,0.667
Quem é considerado uma figura-chave na política islâmica moderna?,Sayyid Qutb,2.3,4.61384,1.0,0.167,0.5,1.85566,1.0,0.000
Qual movimento visava estabelecer um Estado islâmico no século XXIII?,Movimento da Califada,2.18182,4.82961,1.0,0.429,1.0,2.50045,1.0,0.000
Como os partidos islâmicos geralmente operam em países majoritariamente muçulmanos?,Advocam valores islâmicos na governança,2.54545,4.82961,1.0,0.143,2.0,3.43523,1.0,0.000
Qual é o objetivo principal dos movimentos políticos islâmicos?,Implementar a Sharia e princípios islâmicos,2.5,4.61384,1.0,0.500,1.0,3.79304,1.0,0.000
Qual organização promove a conscientização política islâmica globalmente?,Brotherhood Muçulmano,1.88889,4.37319,1.0,0.333,0.5,1.85566,1.0,0.000
Qual é a significância do Califado na história islâmica?,Foi um Estado islâmico centralizado,2.7,4.61384,1.0,0.200,1.0,3.43523,1.0,0.000
