Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual foi o propósito original da fundação de Harvard College?,Treinar clérigos Congregacionais,1.72727,4.82961,1.0,0.500,1.0,2.50045,1.0,0.000
Em que ano Harvard co-fundou a Associação de Universidades Americanas?,1900,2.0,4.82961,1.0,0.286,0.0,1.0,1.0,0.000
Qual o nome do primeiro benfeitor de Harvard University?,John Harvard,1.8,4.61384,1.0,0.400,0.5,1.85566,1.0,0.000
Quantos campi Harvard possui atualmente?,Três,2.0,3.43523,1.0,0.250,0.0,1.0,1.0,0.000
Qual o valor do endowment de Harvard University?,US$50,1.77778,4.37319,1.0,0.250,0.66667,2.50045,1.0,0.000
Quantas bibliotecas individuais compõem o sistema de bibliotecas de Harvard?,79,1.90909,5.12344,0.8,0.167,0.0,1.0,1.0,0.000
Qual a função de Charles William Eliot na história de Harvard?,Transformou Harvard em universidade de pesquisa,2.25,5.1549,0.90909,0.333,1.0,3.79304,1.0,0.500
Qual a nacionalidade de Harvard University?,americana,1.57143,3.79304,1.0,0.333,0.0,1.0,1.0,0.000
Quantos ex-alunos de Harvard foram presidentes dos EUA?,Oito,2.22222,4.37319,1.0,0.000,0.0,1.0,1.0,0.000
Qual o número de ganhadores do Nobel que são ex-alunos de Harvard?,188,2.0,5.32781,0.91667,0.333,0.0,1.0,1.0,0.000
