Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
**pergunta,resposta**,1.0,1.85566,1.0,0.500,1.0,1.0,1.0,1.000
1. De onde se originou a Peste Negra?,Ásia Central ou Oriental,1.25,4.37319,1.0,0.000,1.0,3.01273,1.0,0.000
2. Qual é o vetor responsável por transmitir a doença?,Pulgas que vivem em ratos,1.6,4.82961,1.0,0.500,0.8,3.43523,1.0,0.000
3. Qual foi a taxa de mortalidade na Europa durante a Peste Negra?,30% a 60% da população total,1.40385,5.48607,0.92308,0.143,1.625,4.51932,0.875,0.750
4. Em qual período teve lugar o pico da epidemia na Europa?,1347-1351,1.45833,5.20226,1.0,0.571,0.0,1.0,1.0,0.000
5. Qual é a bactéria causadora da doença bubônica?,Yersinia pestis,1.41667,4.61384,1.0,0.333,0.5,1.85566,1.0,0.000
6. Quanto tempo após o开始 do declínio demográfico a população europeia recuperou-se?,aproximadamente 200 anos,1.58333,5.20226,1.0,0.250,0.66667,2.50045,1.0,0.000
7. Como se espalhou a Peste Negra na Europa?,via navios mercantes,1.25,4.61384,1.0,0.000,0.66667,2.50045,1.0,0.000
9. Qual é o nome do inseto que serve como vetor para a Yersinia pestis?,Xenopsylla chepsis (pulga oriental),1.48333,5.65316,1.0,0.250,1.33333,3.01273,1.0,0.500
10. Qual foi a consequência demográfica mais significativa da Peste Negra na Europa?,redução de 30% a 60% da população europeia.,1.63462,5.36491,1.0,0.111,2.27273,4.96484,0.9,0.200
