Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
De onde se originou a morte negra?,Ásia Central ou Oriente.,2.0,4.10211,1.0,0.333,1.6,3.01273,1.0,0.000
Como a morte negra chegou ao Mediterrâneo e à Europa?,navios mercantes.,2.0,4.82961,1.0,0.200,1.0,1.85566,1.0,0.000
Quanto da população europeia matou a morte negra?,30% a 60%.,1.88889,4.37319,1.0,0.400,1.5,3.59796,0.8,0.000
Até quando a praga durou?,século XVII.,1.66667,3.43523,1.0,0.000,1.0,1.85566,1.0,0.500
Quantos anos durou o surto principal?,do século XIV ao século XVII.,1.71429,3.79304,1.0,0.250,2.42857,3.95066,0.83333,0.250
O que é uma doença enzoótica?,uma doença que é geralmente presente.,1.57143,3.79304,1.0,0.333,1.57143,3.79304,1.0,1.000
Qual a idade das lápides que fazem referência à praga?,datadas de 1338 a 1339.,2.09091,4.82961,1.0,0.400,1.83333,3.43523,1.0,0.000
De onde os cientistas pensam que todas as pragas se originaram?,China.,2.08333,5.02467,1.0,0.000,0.5,1.0,1.0,0.000
Quando começou a fome chinesa?,1331.,1.5,3.43523,1.0,0.333,0.5,1.0,1.0,0.000
Quantas pessoas esta epidemia na China matou?,erca de 25 milhões.,2.25,4.10211,1.0,0.250,1.4,3.01273,1.0,0.000
