Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi a bactéria considerada a causa da Peste Negra?,Yersinia pestis,2.36364,4.96484,0.9,0.333,0.5,1.85566,1.0,0.000
Em que período a Peste Negra atingiu o pico na Europa?,Entre 1347 e 1351,2.16667,5.02467,1.0,0.333,1.0,3.01273,1.0,0.000
Qual foi o impacto da Peste Negra na população mundial?,Reduziu a população mundial de 475 milhões para 350–375 milhões,2.63636,4.82961,1.0,0.333,1.33333,4.96484,0.9,0.400
Por quanto tempo demorou para a população da Europa se recuperar do impacto da Peste Negra?,Aproximadamente 200 anos,2.76471,5.89142,0.9375,0.375,0.66667,2.50045,1.0,0.000
Qual foi a principal forma de transmissão da Peste Negra?,Por pulgas que viviam nos ratos,2.0,4.82961,1.0,0.500,0.83333,3.79304,1.0,0.000
Qual a origem geográfica mais provável da Peste Negra?,Ásia Central ou Ásia Oriental,2.1,4.61384,1.0,0.500,1.0,3.59796,0.8,0.000
Através de qual rota a Peste Negra se propagou?,Rota da Seda,2.4,4.61384,1.0,0.250,1.0,2.50045,1.0,0.000
Qual foi o impacto da Peste Negra na sociedade europeia?,Criou convulsões religiosas,3.09091,4.82961,1.0,0.167,1.0,2.50045,1.0,0.000
Qual o nome da região onde a Peste Negra atingiu primeiro na Europa?,Dorsetshire,2.28571,5.36491,1.0,0.429,0.0,1.0,1.0,0.000
Qual foi o nome do surto europeu de peste causado pela Peste Negra?,O primeiro grande surto europeu de peste,2.35714,5.48607,0.92308,0.250,1.0,4.10211,1.0,0.600
