Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
De onde se originou a Peste Negra?,das planícies da Ásia Central ou Oriental,2.0,4.10211,1.0,0.000,2.28571,4.10211,1.0,0.000
Como a doença chegou ao Mediterrâneo e à Europa?,via navios mercantes,1.9,4.61384,1.0,0.250,0.66667,2.50045,1.0,0.000
Qual foi o período de pico da epidemia na Europa?,entre 1347 e 1351,2.27273,4.82961,1.0,0.600,1.0,3.01273,1.0,0.000
Quanto a população europeia foi afetada?,30% a 60% da população total,2.0,3.79304,1.0,0.250,1.625,4.51932,0.875,0.750
Por quanto tempo durou a epidemia?,até o século XIV,1.85714,3.79304,1.0,0.667,0.75,3.01273,1.0,0.500
Qual foi um consequência social da Peste Negra?,A população demorou cerca de 200 anos para recuperar níveis anteriores,1.88889,4.37319,1.0,0.200,1.63636,5.02467,1.0,0.333
Qual doença está associada à Peste Negra?,Bubonic plague (Febre bubónica),2.125,4.10211,1.0,0.200,2.5,3.01273,1.0,0.000
Quantas pessoas morreram na Europa?,entre 75 e 200 milhões,1.66667,3.43523,1.0,0.000,1.4,3.43523,1.0,0.000
Em que região a epidemia se espalhou primeiro?,Crimeia em 1343,2.11111,4.37319,1.0,0.750,0.66667,2.50045,1.0,0.000
Quando a população mundial finalmente se recuperou da Peste Negra?,no século XVII.,2.09091,4.82961,1.0,0.500,1.25,2.50045,1.0,0.500
