Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O que significa a palavra constructo?,Formação ou construção de objetos,1.57143,3.79304,1.0,0.333,0.8,3.43523,1.0,0.333
Qual é o significado latino de construir?,Pile up ou montar juntos.,2.125,4.10211,1.0,0.500,1.5,3.43523,1.0,0.250
De onde vem o termo construção?,Da palavra construir no Francês Antigo.,1.57143,3.79304,1.0,0.667,1.85714,3.79304,1.0,0.500
Em que idioma se originou a palavra construção?,Latim e Francês.,2.0,4.37319,1.0,0.750,1.25,2.50045,1.0,0.000
Qual é a definição ampla da construção?,A arte e ciência de formar objetos,2.125,4.10211,1.0,0.500,1.0,4.10211,1.0,0.750
O que inclui o processo de construção?,Planejamento,1.625,4.25402,0.85714,0.667,0.0,1.0,1.0,0.000
Quais são algumas das atividades envolvidas na construção?,Reparos e manutenção,2.22222,4.37319,1.0,0.500,0.66667,2.50045,1.0,0.000
Qual é o impacto da indústria de construção no PIB global?,Contribui significativamente para muitos países,1.91667,5.02467,1.0,0.333,0.8,3.43523,1.0,0.000
Como está previsto crescer a exposição anual à indústria de construção?,Rodeando $14,1.83333,5.02467,1.0,0.714,0.66667,2.50045,1.0,0.000
Qual é uma das principais características da indústria de construção?,É um dos setores mais perigosos,2.0,4.82961,1.0,0.400,0.83333,3.79304,1.0,0.250
