Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Onde os Normandos originaram-se?,Norse Vikings e Frankish-Gallo-Romans  ,1.4,3.01273,1.0,0.000,1.0,3.01273,1.0,0.500
Qual conquista é associada aos Normandos em 1066?,Conquista de Inglaterra  ,1.88889,4.37319,1.0,0.200,0.66667,2.50045,1.0,0.333
Qual região foi influenciada pelos Normandos nos Estados Unidos?,Crusader states  ,2.4,4.61384,1.0,0.167,0.5,1.85566,1.0,0.000
O que os Normandos contribuíram culturalmente?,Romanesque architecture  ,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
Qual língua os Normandos adotaram?,França  ,1.66667,3.43523,1.0,0.333,0.0,1.0,1.0,0.000
Qual qualidade os Normandos eram notáveis por?,Martial spirit  ,2.0,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Quais regiões têm influência normanda em línguas?,França,1.875,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
O que os Normandos fizeram na Reconquista?,Ajudaram na Reconquista  ,1.75,4.10211,1.0,0.000,1.0,2.50045,1.0,0.000
Quem fundou o Reino da Sicília?,Roger II  ,1.71429,3.79304,1.0,0.000,0.5,1.85566,1.0,0.000
O que são as Ilhas do Canal hoje?,Últimos restos do Ducado de Normandia,2.22222,4.37319,1.0,0.600,1.83333,3.79304,1.0,0.200
