Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Gini coefficient,O coeficiente Gini mede a desigualdade de renda em uma escala que varia de 0 para 1.,0.5,1.85566,1.0,0.000,1.94444,6.00792,0.94118,0.222
Causes of inequality,A desigualdade pode ser causada por uma distribuição inadequada de renda,1.0,2.50045,1.0,0.000,1.09091,5.02467,1.0,0.571
Effect of Minimum Wage,Uma alta nos salários mínimo pode reduzir a desigualdade ao aumento dos ganhos de trabalhadores de baixa renda.,1.5,3.01273,1.0,0.000,2.57895,6.11685,0.94444,0.364
Impact on development,A desigualdade elevada pode prejudicar o desenvolvimento econômico,1.0,2.50045,1.0,0.000,1.125,4.37319,1.0,0.500
Government Policies,Os governos podem usar políticas progressivas de imposto para reduzir a desigualdade.,0.5,1.85566,1.0,0.000,2.15385,5.20226,1.0,0.500
Global inequality trends,A desigualdade global tem aumentado nos últimos anos,1.0,2.50045,1.0,0.000,1.125,4.37319,1.0,0.000
Social Mobility,A mobilidade social é limitada quando a educação e o acesso à justiça são inacessíveis para muitas pessoas.,0.5,1.85566,1.0,0.000,2.52632,6.11685,0.94444,0.500
Economic Growth Correlation,A desigualdade elevada pode correlacionar negativamente com o crescimento econômico.,1.0,2.50045,1.0,0.000,2.0,4.82961,1.0,0.286
Policy effectiveness,As políticas de redução de desigualdade podem ser eficazes ao longo do tempo se implementadas adequadamente.,0.5,1.85566,1.0,0.000,2.88235,5.89142,0.9375,0.333
Conclusionary statement,A desigualdade é um problema crucial que precisa ser enfrentado para promover uma sociedade mais justa e equilibrada.,0.5,1.85566,1.0,0.000,2.0,6.01374,1.0,0.500
