Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
1. Juntamente com as escolas particulares...,Resposta: Em vez de...,1.0,3.79304,1.0,0.000,1.66667,3.01273,1.0,0.000
2. Quais direito têm as escolas particulares?,Resposta: O directory das esc conflitos,1.10714,4.10211,1.0,0.600,1.42857,3.79304,1.0,0.000
3. Qual é o custo anual de algumas escalas preparatórias...,Resposta: 45.000 R$ a semanal,1.15,4.82961,1.0,0.333,1.42857,3.79304,1.0,0.200
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quais os direitos da esc conflitos?,Resposta: O directory das esc conflitos é...,2.0,3.79304,1.0,0.000,2.55556,4.10211,1.0,0.000
Qual é o directory das esc conflitos?,Resposta: 45.000 R$ por mês,2.0,4.10211,1.0,0.000,1.42857,3.79304,1.0,0.200
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Quais os direitos da esc conflitos?,O directory das esc conflitos é...,2.0,3.79304,1.0,0.000,2.57143,3.79304,1.0,0.000
Qual é o directory das esc conflitos?,Resposta: 45.000 R$ a semanal,2.0,4.10211,1.0,0.000,1.42857,3.79304,1.0,0.200
Qual é o directory das esc conflitos por ano?,Resposta: 180.000 R$,2.6,4.61384,1.0,0.200,1.2,3.01273,1.0,0.000
