Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual foi o período de duração da Guerra Franco-Indígena?,O período específico não foi mencionado,2.0,4.61384,1.0,0.400,1.16667,3.79304,1.0,0.600
Quais povos estiveram envolvidos na Guerra Franco-Indígena?,Povos indígenas das Américas e colonos franceses,2.125,4.10211,1.0,0.000,1.71429,4.10211,1.0,0.000
Qual era o principal objetivo dos franceses na Guerra Franco-Indígena?,Expandir seus territórios e obter recursos naturais,2.63636,4.82961,1.0,0.667,1.14286,4.10211,1.0,0.200
Qual era o principal objetivo dos povos indígenas na Guerra Franco-Indígena?,Proteger seus territórios e modo de vida tradicional,3.0,5.02467,1.0,0.571,0.875,4.37319,1.0,0.600
Onde ocorreram os principais conflitos da Guerra Franco-Indígena?,Principalemente nas regiões que hoje compõem o Canadá e os Estados Unidos,2.0,4.37319,1.0,0.000,1.75,5.20226,1.0,0.143
Quem liderava os povos indígenas na Guerra Franco-Indígena?,Diferentes chefes e líderes de várias tribos,2.33333,4.37319,1.0,0.000,1.0,4.10211,1.0,0.000
Quem liderava os colonos franceses na Guerra Franco-Indígena?,Oficiais do exército francês e governadores coloniais,2.33333,4.37319,1.0,0.000,1.0,4.10211,1.0,0.400
Qual era a principal tática usada pelos povos indígenas na Guerra Franco-Indígena?,Guerra de guerrilha e ataques surpresa,2.84615,5.20226,1.0,0.250,1.16667,3.79304,1.0,0.250
Qual era a principal tática usada pelos franceses na Guerra Franco-Indígena?,Fortificações e alianças estratégicas com algumas tribos,2.58333,5.02467,1.0,0.286,1.0,4.10211,1.0,0.000
Quais foram as consequências da Guerra Franco-Indígena?,Perda de territórios indígenas e mudanças demográficas e culturais,2.0,4.10211,1.0,0.000,1.0,4.75438,0.88889,0.000
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual foi o período de duração da Guerra Franco-Indígena?,O período específico não foi mencionado,2.0,4.61384,1.0,0.400,1.16667,3.79304,1.0,0.600
Quais povos estiveram envolvidos na Guerra Franco-Indígena?,Povos indígenas das Américas e colonos franceses,2.125,4.10211,1.0,0.000,1.71429,4.10211,1.0,0.000
Qual era o principal objetivo dos franceses na Guerra Franco-Indígena?,Expandir seus territórios e obter recursos naturais,2.63636,4.82961,1.0,0.667,1.14286,4.10211,1.0,0.200
Qual era o principal objetivo dos povos indígenas na Guerra Franco-Indígena?,Proteger seus territórios e modo de vida tradicional,3.0,5.02467,1.0,0.571,0.875,4.37319,1.0,0.600
Onde ocorreram os principais conflitos da Guerra Franco-Indígena?,Principalemente nas regiões que hoje compõem o Canadá e os Estados Unidos,2.0,4.37319,1.0,0.000,1.75,5.20226,1.0,0.143
Quem liderava os povos indígenas na Guerra Franco-Indígena?,Diferentes chefes e líderes de várias tribos,2.33333,4.37319,1.0,0.000,1.0,4.10211,1.0,0.000
Quem liderava os colonos franceses na Guerra Franco-Indígena?,Oficiais do exército francês e governadores coloniais,2.33333,4.37319,1.0,0.000,1.0,4.10211,1.0,0.400
Qual era a principal tática usada pelos povos indígenas na Guerra Franco-Indígena?,Guerra de guerrilha e ataques surpresa,2.84615,5.20226,1.0,0.250,1.16667,3.79304,1.0,0.250
Qual era a principal tática usada pelos franceses na Guerra Franco-Indígena?,Fortificações e alianças estratégicas com algumas tribos,2.58333,5.02467,1.0,0.286,1.0,4.10211,1.0,0.000
Quais foram as consequências da Guerra Franco-Indígena?,Perda de territórios indígenas e mudanças demográficas e culturais,2.0,4.10211,1.0,0.000,1.0,4.75438,0.88889,0.000
