Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. **Pergunta:** Qual é a área total de Fresno, Califórnia?  ,1.25,5.1549,0.90909,0.375,0.5,1.0,1.0,0.000
   **Resposta:** A área total de Fresno é de 300,43 km².  ,1.42857,5.30531,0.81818,0.375,1.25,1.85566,1.0,0.000
2. **Pergunta:** Qual é a densidade populacional de Fresno, Califórnia?  ,1.25,5.1549,0.90909,0.000,0.5,1.0,1.0,0.000
   **Resposta:** A densidade populacional de Fresno é de 1.823,43 habitantes por km².  ,1.42857,5.30531,0.81818,0.000,1.5,3.01273,1.0,0.000
   **Resposta:** Tom Seaver nasceu em Fresno, Califórnia.  ,2.36364,4.51932,0.875,0.000,0.5,1.0,1.0,0.000
   **Resposta:** O Selland Arena está localizado em Fresno, Califórnia.  ,1.61538,5.30531,0.81818,0.000,0.5,1.0,1.0,0.000
5. **Pergunta:** Qual evento de luta foi realizado em Fresno, Califórnia?  ,1.46429,5.32781,0.91667,0.222,0.5,1.0,1.0,0.000
   **Resposta:** O UFC Fight Night: Swanson vs. Ortega foi realizado em Fresno, Califórnia.  ,1.61111,5.89204,0.86667,0.000,0.5,1.0,1.0,0.000
   **Resposta:** William Saroyan faleceu em Fresno, Califórnia.  ,2.36364,4.51932,0.875,0.000,0.5,1.0,1.0,0.000
   **Resposta:** A área de transmissão da estação KRZR inclui Fresno, Califórnia.  ,1.93333,5.32781,0.91667,0.333,0.5,1.0,1.0,0.000
   **Resposta:** Kevin Federline nasceu em Fresno, Califórnia.  ,2.36364,4.51932,0.875,0.000,0.5,1.0,1.0,0.000
9. **Pergunta:** Qual é o tipo de Las Palmas em Fresno, Califórnia?  ,1.18333,5.48607,0.92308,0.200,0.5,1.0,1.0,0.000
