Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a idade estimada da Terra segundo os estudos geológicos?,Cerca de 4,2.5,5.02467,1.0,0.167,1.0,2.50045,1.0,0.000
Quem introduziu a palavra geologia de forma definitiva?,Horace-Bénédict de Saussure  ,2.0,4.37319,1.0,0.400,0.66667,2.50045,1.0,0.000
Em que ano foi regulamentada a profissão de geólogo no Brasil?,1962  ,2.0,5.02467,1.0,0.333,0.0,1.0,1.0,0.000
Qual é o objetivo principal da Geologia?,Estudo da crosta terrestre e sua composição  ,1.75,4.10211,1.0,0.750,1.28571,4.10211,1.0,0.750
Quem atua na área de localização de recursos naturais como petróleo e minerais?,Os geólogos  ,2.0,5.48607,0.92308,0.286,0.5,1.85566,1.0,0.000
Qual revista acadêmica foca em estudos sobre a estrutura da Terra?,International Journal of Earth Sciences  ,2.08333,5.02467,1.0,0.500,2.0,3.43523,1.0,0.000
Qual é o nome do livro que inclui gênero relacionado à Geologia?,Vertebrate Palaeontology (book)  ,2.46154,5.20226,1.0,0.429,2.0,2.50045,1.0,0.000
Quem foi pioneiro na identificação de fósseis em terras elevadas?,Louis Dangeard  ,1.72727,4.82961,1.0,0.000,0.5,1.85566,1.0,0.000
Qual é a função principal dos minerais como enxofre e cloro na Geologia?,Produção de elementos economicamente úteis  ,2.42857,5.36491,1.0,0.429,0.8,3.43523,1.0,0.000
Qual profissão de geólogo no Brasil está regulamentada pela Lei nº 4.076?,Engenharia Geológica  ,2.69231,5.32781,0.91667,0.143,0.5,1.85566,1.0,0.000
Qual imagem representativa é associada à Geologia?,Jordens inre-numbers.svg,2.0,4.10211,1.0,0.200,1.5,1.85566,1.0,0.000
