Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual a origem do nome do rio Reno?,Celtic Rēnos,2.77778,4.51932,0.875,0.750,0.5,1.85566,1.0,0.000
Em qual cordilheira o rio Reno começa?,Alpes suíços,2.25,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Quais países fazem fronteira com o Reno?,Suíça,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
Qual a importância histórica do rio Reno?,Vital para o comércio e defesa,1.875,4.10211,1.0,0.500,1.33333,3.79304,1.0,0.333
Qual a posição do Reno em comprimento na Europa?,Segundo rio mais longo,1.9,4.61384,1.0,0.500,0.75,3.01273,1.0,1.000
Qual o nome de um estado alemão que tem o rio Reno em seu nome?,North Rhine-Westphalia,2.0625,5.89204,0.86667,0.571,0.5,1.85566,1.0,0.000
Qual o nome de uma cidade importante às margens do Reno?,Colônia,2.08333,5.02467,1.0,0.600,0.0,1.0,1.0,0.000
Em que mar o rio Reno deságua?,Mar do Norte,2.0,4.10211,1.0,0.500,1.0,2.50045,1.0,0.333
Qual a área aproximada drenada pelo rio Reno?,9.973 km²,2.77778,4.37319,1.0,0.400,1.0,1.85566,1.0,0.000
Qual a função do rio Reno para a região?,Transporte de mercadorias e comércio,2.5,4.75438,0.88889,0.750,1.2,3.43523,1.0,0.333
