Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Quais são as principais camadas da Terra?,Terra,1.75,4.10211,1.0,0.250,0.0,1.0,1.0,0.000
O que é chamado um grupo de minerais semelhantes?,Minério  ,1.9,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Qual o processo responsável pela formação das rochas sedimentares?,Acumulação e compactação de sedimentos  ,3.2,4.61384,1.0,0.600,0.8,3.43523,1.0,0.000
O que se chama o fenômeno de decomposição das rochas em superfície?,Erosão  ,2.38462,5.32781,0.91667,0.800,0.0,1.0,1.0,0.000
Que tipo de vulcanismo está associado a zonas de fratura divergente?,Vulcanismo rift  ,2.0,5.1549,0.90909,0.143,0.5,1.85566,1.0,0.000
Qual é o nome da montanha formada por dobramentos da crosta terrestre?,Montanhas de pliejos  ,2.69231,5.32781,0.91667,0.571,0.66667,2.50045,1.0,0.000
 Qual é a camada mais extensa da Terra?,Mantle  ,2.22222,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
O que são as camadas rochosas formadas pelo fluxo magmático?,Placas tectônicas  ,2.63636,4.82961,1.0,0.167,0.5,1.85566,1.0,0.000
O que acontece quando placas continentais se chocam?,Formação de montanhas  ,2.11111,4.37319,1.0,0.000,0.66667,2.50045,1.0,0.000
Qual ordem está correta das eras geológicas?,Arcaico,2.125,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
