Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
O que é o conceito de imperialismo?,O imperialismo é uma política ou prática por meio da qual uma nação ou organização estabelece domínio sobre outras regiões,1.625,4.25402,0.85714,0.333,1.3,6.42016,0.9,0.556
Qual é o significado da expressão latina Imperium Romanum?,A expressão latina Imperium Romanum refere-se ao território sob jurisdição ou controle do Império Romano.,2.7,4.61384,1.0,0.333,2.8125,5.65316,1.0,0.300
Quais são os principais elementos de uma estrutura imperial?,Os principais elementos de uma estrutura imperial incluem um centro dominante,1.7,4.61384,1.0,0.400,1.45455,5.02467,1.0,0.286
Qual é a relação entre imperialismo e colonialismo?,O imperialismo frequentemente se manifesta através do colonialismo,2.0,4.37319,1.0,0.250,1.125,4.37319,1.0,0.000
Quais são algumas das principais motivações para o imperialismo?,As principais motivações para o imperialismo incluem a busca por recursos naturais,1.7,4.61384,1.0,0.250,1.33333,5.20226,1.0,0.143
Quais são alguns exemplos históricos de imperios?,Exemplos históricos de imperios incluem o Império Romano,1.75,4.10211,1.0,0.250,1.375,4.37319,1.0,0.000
Qual é a diferença entre imperialismo e colonialismo?,Embora estritamente relacionados,2.0,4.37319,1.0,0.250,1.0,2.50045,1.0,0.000
Quais são algumas das consequências do imperialismo?,Algumas das consequências do imperialismo incluem a exploração e opressão dos povos colonizados,2.0,4.10211,1.0,0.333,1.76923,5.36491,1.0,0.143
Qual é a relação entre o imperialismo e o desenvolvimento capitalista?,O imperialismo está intimamente ligado ao desenvolvimento do capitalismo,2.08333,5.1549,0.90909,0.400,1.66667,4.61384,1.0,0.333
Quais são algumas das formas de resistência aos imperios?,As formas de resistência aos imperios incluem movimentos de independência,1.8,4.61384,1.0,0.500,1.5,4.96484,0.9,0.333
