Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
1. Qual é o nome da cidade mencionada no contexto?, Vitória,1.6,4.82961,1.0,0.333,0.0,1.0,1.0,0.000
2. Em qual país está localizada Vitória?, Austrália,1.10714,4.10211,1.0,0.200,0.0,1.0,1.0,0.000
3. Qual é o nome completo da localidade mencionada?, Vitória_(Austrália),1.30556,4.61384,1.0,0.500,2.0,1.85566,1.0,0.000
4. O que representa o termo Austrália no contexto?, País,1.25,4.75438,0.88889,0.200,0.0,1.0,1.0,0.000
5. Qual é a relação entre Vitória e Austrália?, Vitória está localizada na Austrália,1.25,4.61384,1.0,0.200,0.8,3.43523,1.0,0.000
6. O que é Vitória_(Austrália)?, Localidade,1.41667,3.79304,1.0,0.000,0.0,1.0,1.0,0.000
7. Qual é o significado do caractere sublinhado no nome da localidade?, Separação entre o nome da cidade e o país,2.0,5.20226,1.0,0.571,1.55556,4.75438,0.88889,0.750
8. Qual é o nome da cidade sem o país?, Vitória,1.4,4.96484,0.9,0.600,0.0,1.0,1.0,0.000
9. Qual é o nome do país associado à cidade?, Austrália,1.6,4.82961,1.0,0.500,0.0,1.0,1.0,0.000
10. O que indica a notação Vitória_(Austrália)?, Localização da cidade,1.56818,4.37319,1.0,0.000,1.0,2.50045,1.0,0.500
pergunta,resposta,0.0,1.0,1.0,1.000,0.0,1.0,1.0,1.000
Qual é o nome da cidade mencionada no contexto?,Vitória,2.7,4.61384,1.0,0.400,0.0,1.0,1.0,0.000
Em qual país está localizada Vitória?,Austrália,1.71429,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Qual é o nome completo da localidade mencionada?,Vitória_(Austrália),2.11111,4.37319,1.0,0.600,2.0,1.85566,1.0,0.000
O que representa o termo Austrália no contexto?,País,2.0,4.51932,0.875,0.250,0.0,1.0,1.0,0.000
Qual é a relação entre Vitória e Austrália?,Vitória está localizada na Austrália,2.0,4.37319,1.0,0.250,0.8,3.43523,1.0,0.000
O que é Vitória_(Austrália)?,Localidade,2.33333,3.43523,1.0,0.000,0.0,1.0,1.0,0.000
Qual é o significado do caractere sublinhado no nome da localidade?,Separação entre o nome da cidade e o país,3.5,5.02467,1.0,0.667,1.55556,4.75438,0.88889,0.750
Qual é o nome da cidade sem o país?,Vitória,2.3,4.75438,0.88889,0.750,0.0,1.0,1.0,0.000
Qual é o nome do país associado à cidade?,Austrália,2.7,4.61384,1.0,0.600,0.0,1.0,1.0,0.000
O que indica a notação Vitória_(Austrália)?,Localização da cidade,2.63636,4.10211,1.0,0.000,1.0,2.50045,1.0,0.500
