Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o foco principal da teoria da complexidade computacional?,classificação de problemas computacionais,2.36364,4.96484,0.9,0.500,0.75,3.01273,1.0,0.333
O que define um problema computacional na teoria da complexidade?,tarefas resolvidas por computador,2.18182,4.82961,1.0,0.400,0.75,3.01273,1.0,0.333
O que é um modelo de computação na teoria da complexidade?,ferramenta para quantificar recursos,2.41667,5.02467,1.0,0.600,0.75,3.01273,1.0,0.333
Quais recursos são normalmente usados para medir a complexidade de um problema?,tempo e armazenamento,2.0,5.20226,1.0,0.429,0.66667,2.50045,1.0,0.500
O que a teoria da complexidade computacional busca determinar?,limites práticos da computação,2.1,4.61384,1.0,0.600,1.5,3.01273,1.0,0.333
Qual problema famoso da computação é dedicado à teoria da complexidade?,P versus NP,2.08333,5.1549,0.90909,0.571,1.0,2.50045,1.0,0.000
Como a teoria da complexidade computacional se relaciona com a análise de algoritmos?,estuda o comportamento de algoritmos em relação à complexidade,2.35714,5.48607,0.92308,0.333,1.33333,4.61384,1.0,0.250
O que significa complexidade computacional em termos gerais?,recursos necessários para resolver um problema,2.0,4.37319,1.0,0.000,1.0,3.79304,1.0,0.500
Qual é o papel da teoria da complexidade computacional na ciência da computação?,classificar problemas por dificuldade,3.78571,5.62279,0.84615,0.571,0.75,3.01273,1.0,0.667
Qual a relação entre a teoria da complexidade computacional e a computabilidade?,estudo de problemas que podem ou não ser resolvidos com recursos limitados,2.30769,5.47097,0.83333,0.400,0.91667,5.20226,1.0,0.625
