Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a origem da palavra construção?,latim e francês antigo,2.0,4.10211,1.0,0.750,0.75,3.01273,1.0,0.667
O que significa construir?,ato de edificar ou formar algo,1.4,3.01273,1.0,0.500,1.16667,3.79304,1.0,0.667
Como é chamado o setor responsável pela entrega de edifícios e infraestruturas?,setor da construção civil,2.46154,5.20226,1.0,0.375,0.75,3.01273,1.0,1.000
Qual é a porcentagem aproximada da indústria da construção em relação ao PIB global?,13%,3.06667,5.63172,0.92857,0.286,0.5,1.85566,1.0,0.000
Quanto era gasto na indústria da construção em 2012?,$4 trilhões,2.7,4.61384,1.0,1.000,1.0,2.50045,1.0,0.000
Qual era a previsão de gastos na indústria da construção para 2030?,$14,2.53846,5.20226,1.0,0.667,0.5,1.85566,1.0,0.000
A indústria da construção contribui para o desenvolvimento econômico de um país?,sim,2.07692,5.20226,1.0,0.833,0.0,1.0,1.0,1.000
Quantos acidentes fatais ocorreram no setor da construção nos EUA em 2019?,1.061,3.15385,5.20226,1.0,0.286,0.0,1.0,1.0,0.000
Qual porcentagem das fatalidades industriais dos EUA em 2019 foi na construção?,20%,2.46154,5.20226,1.0,0.143,0.5,1.85566,1.0,0.000
O que inclui a indústria da construção além de construir edifícios e infraestruturas?,manutenção,2.35714,5.36491,1.0,0.500,0.0,1.0,1.0,0.000
