Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é a definição de um número primo?,um número natural maior que 1 que não pode ser dividido por outro número natural menor que ele,1.66667,4.37319,1.0,1.000,1.61111,6.48832,0.77778,0.818
Quem demonstrou a existência infinita de números primos?,Euclídes,2.0,4.37319,1.0,0.200,0.0,1.0,1.0,0.000
Quais são os dois tipos de fatoração para um número maior que 1?,ou como um produto de números primos ou como um número composto.,2.42857,5.36491,1.0,0.500,2.23077,5.63648,0.75,0.600
Qual é o algoritmo mais rápido conhecido para testar a primalidade de grandes números?,o Teste de Primalidade de AKS,2.13333,5.51466,1.0,0.444,0.83333,3.95066,0.83333,0.200
Qual é o método mais simples para verificar se um número é primo?,a divisão por inteiros entre 2 e ,2.5,5.48607,0.92308,0.875,0.85714,4.10211,1.0,0.333
O que é o Teorema Fundamental da Aritmética?,diz que cada número natural maior que 1 pode ser representado de forma única como um produto de números primos,2.0,4.51932,0.875,0.000,1.25,6.42016,0.9,0.538
Qual o nome do processo que confirma a primalidade de um número?,divisão por inteiros.,2.0,5.20226,1.0,0.600,1.25,2.50045,1.0,0.500
O que é a Primalidade?,é a propriedade que classifica um número como primo ou não.,1.5,3.43523,1.0,0.000,2.08333,5.02467,1.0,1.000
Quais são os usos de números primos na informática?,em criptografia,2.0,4.61384,1.0,0.400,0.5,1.85566,1.0,0.000
Como são modeladas as distribuições de números primos dentro dos números naturais?,através da teoria estatística,2.38462,5.32781,0.91667,0.143,0.75,3.01273,1.0,0.500
Qual é o maior número primo conhecido?,até dezembro de 2018,1.625,4.10211,1.0,1.000,0.75,3.01273,1.0,0.500
