Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual é o nome chinês da dinastia Yuan?,元朝,1.88889,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Quem fundou a dinastia Yuan?,Kublai Khan,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
Em qual ano foi estabelecida oficialmente a dinastia Yuan?,1271,1.9,4.61384,1.0,0.167,0.0,1.0,1.0,0.000
Qual era o título oficial de Kublai Khan além de imperador da China?,Grande Khan,2.0,5.48607,0.92308,0.714,0.5,1.85566,1.0,0.000
Qual religião predominava na dinastia Yuan?,Buddhism,2.42857,3.79304,1.0,0.250,0.0,1.0,1.0,0.000
Quem foi o avô de Kublai Khan?,Genghis Khan,2.25,4.10211,1.0,0.250,0.5,1.85566,1.0,0.000
Qual é a data final do evento que marcou o fim da dinastia Yuan?,1368,2.46667,5.51466,1.0,0.625,0.0,1.0,1.0,0.000
Onde estava localizada a capital da dinastia Yuan?,Shangdu,2.0,4.37319,1.0,0.400,0.0,1.0,1.0,0.000
Qual foi a moeda principal utilizada durante a dinastia Yuan?,Predominantly Paper Currency,2.09091,4.96484,0.9,0.333,1.0,2.50045,1.0,0.000
Quem sucedeu a dinastia Yuan?,Ming dynasty,1.5,3.43523,1.0,0.000,0.5,1.85566,1.0,0.000
