Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual a tradição religiosa dos huguenotes?,reformada ou calvinista,2.0,3.79304,1.0,0.333,0.66667,2.50045,1.0,0.000
Onde estavam concentrados os huguenotes?,nas partes sul e ocidental da França,1.5,3.43523,1.0,0.000,1.28571,4.10211,1.0,0.500
Qual a origem do termo huguenote?,do líder suíço Bezanson Hugues,2.0,3.79304,1.0,0.667,1.0,3.43523,1.0,0.250
Quando ocorreram as guerras religiosas francesas?,de 1562 a 1598,1.57143,3.79304,1.0,0.000,0.75,3.01273,1.0,0.000
Qual tratado acabou com as guerras religiosas?,o Edito de Nantes,1.75,4.10211,1.0,0.000,0.75,3.01273,1.0,0.333
O que o Edito de Nantes concedeu?,autonomia religiosa,2.0,4.25402,0.85714,1.143,0.5,1.85566,1.0,0.000
Sob qual rei aumentou a perseguição aos huguenotes?,Louis XIV,2.11111,4.37319,1.0,0.500,0.5,1.85566,1.0,0.000
Qual foi o impacto do Edito de Fontainebleau?,revogou todos os direitos protestantes,1.77778,4.37319,1.0,0.200,0.8,3.43523,1.0,0.000
Quando foi assinado o Edito de Versailles?,em 1787,1.625,4.10211,1.0,0.200,0.5,1.85566,1.0,0.000
O que garantiu a Declaração dos Direitos do Homem?,igualdade cidadã para protestantes.,2.2,4.61384,1.0,0.167,1.4,3.01273,1.0,0.333
