Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
Qual o principal indicador de desigualdade de renda?,Índice de Gini,1.66667,4.51932,0.875,0.750,0.66667,2.50045,1.0,0.000
Como a globalização afeta a desigualdade global e nacional?,reduz globalmente,2.0,4.75438,0.88889,0.200,0.5,1.85566,1.0,0.000
Quantos por cento de economias avançadas tiveram aumento de desigualdade?,90%,2.27273,4.96484,0.9,0.333,0.5,1.85566,1.0,0.000
Qual o principal efeito da desigualdade sobre a economia?,inibe o crescimento e a estabilidade,2.0,4.61384,1.0,0.750,1.0,3.79304,1.0,0.333
Qual o principal foco do Índice de Desenvolvimento Humano Ajustado?,desigualdade social,3.09091,4.82961,1.0,0.429,0.5,1.85566,1.0,0.500
Qual a tendência da desigualdade entre países?,pico nas décadas 70 e convergência,2.25,4.10211,1.0,0.333,1.33333,3.79304,1.0,0.250
O que é o principal meio de reduzir desigualdade?,impostos e transferências,2.0,4.75438,0.88889,1.200,0.66667,2.50045,1.0,0.000
Qual o efeito da desigualdade de capital humano?,reduz o crescimento,1.77778,4.37319,1.0,1.000,0.66667,2.50045,1.0,0.500
Qual o principal fator de instabilidade social?,desigualdade estrutural,1.625,4.10211,1.0,0.750,0.5,1.85566,1.0,0.000
O que mede a desigualdade de riqueza?,distribuição de renda e patrimônio,1.625,4.10211,1.0,0.333,1.2,3.43523,1.0,0.667
