Question,Answer,Q_brunet,Q_ttr,Q_yngve,Q_simple_word_ratio,A_brunet,A_ttr,A_yngve,A_simple_word_ratio
O IPCC foi criado em qual ano?,1988,1.75,4.10211,1.0,0.750,0.0,1.0,1.0,0.000
Qual organizingação(s) criou o IPCC?,World Meteorological Organization (WMO) e United Nations Environment Programme (UNEP),2.77778,3.79304,1.0,0.250,3.07143,4.82961,1.0,0.000
Quantos Estados Unidos são membro do IPCC atualmente?,195,2.22222,4.37319,1.0,0.429,0.0,1.0,1.0,0.000
A cada quantas anos o IPCC produz um relatório principal?,6 a 7 anos,2.09091,4.82961,1.0,0.200,0.75,3.01273,1.0,0.000
Que tipo de trabalho faz os cientistas envolvidos no IPCC?,Ler e revisar publicações científicas,2.27273,4.82961,1.0,0.333,0.8,3.43523,1.0,0.000
O IPOC é endorso por qual órgão global em 1989?,O órgão da United Nations,2.09091,4.82961,1.0,0.167,1.4,3.43523,1.0,0.333
Quais órgãos regem os assessments do IPCC através de cycles?,uma burauschovy de cientistas,2.27273,4.82961,1.0,0.000,0.75,3.01273,1.0,0.000
O IPCC não realiza Pesquisa original. correto ou errado?,Correto,1.48214,4.61384,1.0,0.857,0.0,1.0,1.0,0.000
Em qual ano a Acordação de Paris foi influenciada pelo Relatório IPCC V em 2015?,2015,2.8125,5.76639,0.93333,0.111,0.0,1.0,1.0,0.000
Quando o Relatório do IPSG6 ( assessments VI ) concluirá?, março de 2023,3.63636,4.37319,1.0,0.000,0.66667,2.50045,1.0,0.500
