Question,Answer,Q_yngve,Q_brunet,Q_ttr,Q_simple_word_ratio,A_yngve,A_brunet,A_ttr,A_simple_word_ratio
Qual é a função principal de um diretor de escola?,O diretor de escola é responsável por gerir a administração e o funcionamento do estabelecimento de ensino.,1.81818,4.96484,0.9,0.800,2.16667,6.12437,0.88235,0.778
Qual é a principal função de um professor em uma escola?,O professor é responsável por ensinar os alunos os conteúdos curriculares e orientar o desenvolvimento acadêmico.,1.75,5.02467,1.0,0.800,2.64706,6.01226,0.875,0.500
Quais são os principais componentes do currículo escolar?,O currículo escolar inclui disciplinas como matemática,2.0,4.37319,1.0,0.400,1.14286,4.10211,1.0,0.400
Quais são as horas convencionadas para as aulas em uma escola?,As aulas geralmente são realizadas das 7h30 às 12h30,1.83333,5.1549,0.90909,0.400,1.77778,4.61384,1.0,0.333
Quais são as atividades comuns realizadas em uma escola?,Atividades comuns incluem jogos esportivos,1.8,4.61384,1.0,0.400,1.2,3.43523,1.0,0.000
Quais são as regras básicas de conduta em uma escola?,As regras incluem respeitar os colegas,1.81818,4.82961,1.0,0.400,1.16667,3.79304,1.0,0.250
Qual é o objetivo principal da educação em uma escola?,O objetivo principal é desenvolver o potencial intelectual,1.90909,4.82961,1.0,1.000,1.125,4.51932,0.875,0.833
Como a tecnologia é utilizada em uma escola?,A tecnologia é usada para auxiliar no ensino,1.88889,4.37319,1.0,0.500,1.125,4.37319,1.0,0.800
Quais são as responsabilidades dos alunos em uma escola?,Os alunos devem comparecer às aulas,2.2,4.61384,1.0,0.500,1.16667,3.79304,1.0,0.250
Quais são os principais espaços físicos de uma escola?,Os espaços incluem salas de aula,1.8,4.61384,1.0,0.400,1.0,3.79304,1.0,0.250
