pergunta;resposta
Quais empresas estão listadas como pertencentes à indústria da construção?;Skanska, Samsung Engineering, Multiplex, Skanska, Ssangyong Engineering and Construction, Sumitomo Corporation, Vector Foiltec, URS Corporation, Técnicas Reunidas, Skanska, entre outras.
Qual é o valor máximo de GVA (Valor Agregado Bruto) da construção em 2018, de acordo com os dados fornecidos?;1500.
Quais são os hiperônimos relacionados à construção mencionados nos dados?;Shipbuilding (Construção Navio), Theme Park World, Tropico 4, Quotient Ring, Pullback Bundle, Zariski Tangent Space, Lantern Tower, entre outros.
Quais países estão associados aos dados de construção mencionados no modelo de página do DBpedia?;Brasil (BRA), Japão (JAP), Rússia (RUS), Suécia (SWE).
Qual é o título da página de dados relacionada à construção no DBpedia?;"List of countries with the largest construction Gross Value Added in 2018""."
Quais são os produtos associados à construção mencionados nos dados?;United Farmers of Alberta tem produtos relacionados à construção.
"Quais empresas têm ""construção"" como uma de suas divisões?";Larsen & Toubro.
Quais são os modelos (templates) utilizados na página de construção do DBpedia?;Template:BRA, Template:JAP, Template:RUS, Template:SWE, Template:Short_description, Template:Pp-pc1, Template:Other_uses.
"Quais empresas têm ""construção"" como serviço principal?";Sumitomo Mitsui Construction, Sumitomo Corporation, Super Pisos of America.
Quais são os exemplos de empresas que mencionam explicitamente a construção como indústria no DBpedia?;Skanska, Samsung Engineering, Ssangyong Engineering and Construction, Vector Foiltec, URS Corporation, entre outras.
