pergunta;resposta
Huguenotes eram predominantemente membros de qual igreja?;Igreja Reformada
Quantos huguenotes deixaram a França após a revogação do Édito de Nantes?;300 000
Quem revogou o Édito de Nantes em 1685?;Luís XIV
Qual foi o evento que provocou a fuga massiva dos huguenotes da França?;a revogação do Édito de Nantes
Huguenotes eram majoritariamente seguidores de qual ramo do protestantismo?;calvinista
Quando ocorreu o massacre de São Bartolomeu, um evento crucial nas guerras religiosas francesas?;1572
Qual categoria classifica os huguenotes em termos de grupo étnico-religioso?;Category:Ethnoreligious groups
Onde estavam localizados os protestantes alemães luteranos na França?;Alsácia, Moselle e Montbéliard
Qual cidade francesa foi representativa do conflito entre católicos e huguenotes?;La Rochelle
Quem era considerado um hiperônimo dos Camisards?;Huguenots
