pergunta;resposta
That's 10. Now, I need to check if these are all covered in the facts. The user's example included questions like origin, spread, percentage, recovery time, transmission vector, cause, historical source, disease name, world population, and time period. These seem to be covered. The answer for the world population is in the context: "reducing the world population from 475 million to 350-375 million." The time period is mentioned as "peaked in Europe between 1347-1351" but the fact says "the Black Death... spread in the 1340s and 1350s." Also, the data from the facts says "the Black Death... started in April 2020" but that's a mistake in the facts, maybe a typo. Wait, looking back at the facts, there's a line: "Black Death possui data April 2020". That seems like an error. Maybe it's a mistake, but the user's context says the Black Death peaked between 1347-1351, so the time period is 1346-1353. The user's example includes "Quando começou a fome chinesa?;1331," but that's about the Chinese famine, not the Black Death.
pergunta;resposta  
De onde se originou a morte negra?;as planícies da Ásia Central ou Eastern Asia  
Como a morte negra chegou ao Mediterrâneo e à Europa?;navios mercantes genoveses que transportavam ratos infetados  
Quanto da população europeia matou a morte negra?;30 a 60% da população total da Europa  
Quando a população mundial finalmente se recuperou da morte negra?;século XVII  
Qual o principal vetor de transmissão da morte negra?;formiga Oriental (rat flea)  
O que é a bactéria Yersinia pestis?;a causa principal da morte negra, responsável por diferentes formas de peste  
Quale é o nome da doença causada pela morte negra?;peste bubônica  
Quando o evento de morte negra ocorreu?;entre 1346 e 1353  
Qual o impacto da morte negra na população mundial?;reduziu a população global de 475 milhões para 350 a 375 milhões  
Por que a morte negra recebeu esse nome?;devido à coloração negra das bubas (nodos inflamados) no corpo das vítimas
