```csv
pergunta;resposta
Qual é o foco da teoria da complexidade computacional?;Classificação de problemas computacionais com base no uso de recursos.
O que significa resolver um problema computacional?;Aplicação mecânica de etapas matemáticas, como um algoritmo.
Quem é um acadêmico conhecido pela teoria da complexidade computacional?;Christos Papadimitriou.
Qual disciplina está associada a David Shmoys na teoria da complexidade computacional?;Computational complexity theory.
Que campo de estudo Georg Gottlob contribui significativamente?;Computational complexity theory.
Quem é um acadêmico cuja disciplina principal é a teoria da complexidade computacional?;Irit Dinur.
Qual cientista da computação está associado à prática da teoria da complexidade computacional?;Larry Stockmeyer.
De que conhecimento Nikolai Sergeevich Bakhvalov é notável?;Computational complexity theory.
Quem é uma personalidade cujo campo de estudo inclui a teoria da complexidade computacional?;Salil Vadhan.
Qual é um dos rótulos associados à teoria da complexidade computacional em termos de categoria?;Category:Computational_complexity_theory
```
