pergunta;resposta
Now I'll structure them as per CSV, making sure each line is question;answer with semicolons.
pergunta;resposta  
O que é outra designação para os defensores do islamismo político?;al-Islamiyyun  
Qual aspecto principal os adeptos do islамismo buscam implementar?;xaria (sharia)  
Qual foi um grupo mencionado no contexto do islamismo na Argélia?;Movimento pela Democracia na Argélia  
Quais são os objetivos principais do islamismo político?;estabelecimento de Estados islâmicos  
O que o islamismo rejeita economicamente?;economia capitalista universal  
Qual exemplo de grupo associado ao islamismo foi citado?;Organização Badr  
Em qual base a visão do islamismo para a sociedade?;princípios da xaria e unidade islâmica pan-nacional  
Quais áreas o islamismo procura influenciar?;Estado, direito, sociedade, economia e cultura  
O que os grupos islamistas enfatizam como prioridade?;implementação da xaria e criação de Estados islâmicos  
Qual é a premissa fundamental do ativismo político do islamismo?;estabelecer uma ordem islâmica baseada na xaria
