pergunta;resposta
Qual é a principal característica que define o islamismo político?;Seus defensores buscam concretizar sua interpretação ideológica do Islã no contexto do Estado ou da sociedade.
Quais elementos são frequentemente enfatizados pelos islâmicos?;Implementação da xaria, unidade política pan-islâmica, criação de Estados islâmicos e rejeição de influências não-muçulmanas.
Qual é a relação entre Al Wefaq e o islamismo político?;Al Wefaq possui ideologia Islamism.
Quais grupos ou movimentos estão frequentemente associados ao islamismo político?;Instituições islâmicas ou movimentos de mobilização social, muitas vezes designados como “al-harakat al-Islamiyyah”.
Quais são algumas das influências que os islâmicos buscam rejeitar?;Influências não-muçulmanas, particularmente ocidentais ou econômicas universais.
Qual é a ideologia do 19th Division (Syrian rebel group)?;Islamism
Qual é a ideologia do Hefazat-e-Islam Bangladesh?;Islamism
Qual é a ideologia do Islamic Party (Egypt)?;Islamism
Qual é a ideologia do Turkistan Islamic Party?;Islamism
Qual é a ideologia do United Somali Congress?;Islamism
