pergunta;resposta
Qual é a capital do estado de Victoria?;Melbourne
Com qual estado a Victoria faz fronteira ao sul?;Tasmânia
Em que ano a colônia da Victoria foi oficialmente estabelecida?;1851
Qual é a posição do PIB do estado de Victoria na Austrália?;Segundo
Qual é a universidade mais antiga de Victoria?;Universidade de Melbourne
Qual evento é realizado anualmente no Melbourne Park?;Australian Open
Qual partido político governa Victoria desde 2014?;Partido Trabalhista
Qual é a biblioteca de estado de Victoria?;State Library Victoria
Qual rio é uma subdivisão de Victoria?;Ovens River
Qual é a densidade populacional de Victoria (km²)?;28
