pergunta;resposta
Os huguenotes eram conhecidos como?;Protestantes franceses
Qual doutrina calvinista os huguenotes seguiam?;Doutrina de Genebra
Quando foi revogado o Edito de Nantes?;1685
Qual rei francês revogou o Edito de Nantes?;Luís XIV
Para qual país muitos huguenotes fugiram?;Holanda
Como começou a perseguição contra os huguenotes?;Perseguição religiosa
Qual intelectual huguenote é destacado no contexto?;Pierre Bayle
Qual contribuição cultural dos huguenotes é mencionada?;Moda e joalheria
Em qual cidade germânica os huguenotes foram influentes?;Frankfurt
Por que os huguenotes deixaram a França?;Perseguição religiosa
