pergunta;resposta
The Yuan Dynasty used specific titles; for example, Kublai Khan held certain titles which I can include in a question.
pergunta;resposta
Quando foi estabelecida a Dinastia Yuan?;1271
Quem fundou a Dinastia Yuan?;Kublai Khan
Em qual ano terminou a Dinastia Yuan?;1368
Qual foi uma batalha significativa durante a Dinastia Yuan?;Batalha do Lago Poyang
Qual rebelião ocorreu durante o reinado da Dinastia Yuan?;Revolta dos Turbantes Vermelhos
Quem foi uma figura importante que morreu na Dinastia Yuan?;Imperador Gong da Dinastia Song
Qual título Kublai Khan detinha na Dinastia Yuan?;Grande Khan
Qual era a extensão territorial da Dinastia Yuan em quilômetros quadrados?;11.000.000
Qual rebelião está associada à queda da Dinastia Yuan?;Revolta dos Turbantes Vermelhos
Qual figura notável morreu durante o período da Dinastia Yuan?;Imperador Gong da Dinastia Song
