pergunta;resposta
Intergovernmental Panel on Climate Change é do tipo como?;Abstraction100002137
Quem são os membros do IPCC?;cientistas de alto nível independentes e ligados a organizações e governos.
Qual é o objetivo principal do IPCC?;sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas que afetam o mundo
Quem lidera o IPCC?;Hoesung Lee
Em qual ano foi fundada a organização IPCC?;1988
O IPCC usa modelo de página wiki Template:IPCC porque?;representar a maior autoridade mundial sobre aquecimento global e fornecer base para políticas climáticas
Qual é o acrônimo completo do IPCC?;Intergovernmental Panel on Climate Change
Quem são os membros regulares do IPCC?;cientistas de alto nível independentes e ligados a organizações e governos
O IPCC faz parte da organização-mãe como?;World Meteorological Organization
Em qual cidade tem sede principal o IPCC?;Geneva
