pergunta;resposta
Qual é o principal bioma amazônico?;floresta tropical
Quanto da floresta amazônica está localizada no Brasil?;60%
Quantos países são abrangidos pela Amazônia?;nove
Qual é a função crítica da Floresta Amazônica em relação ao clima mundial?;absorver dióxido de carbono e liberar oxigênio
Qual é uma das espécies animais mais emblemáticas da Amazônia?;onça-pintada
Quantas línguas indígenas são faladas na região amazônica?;300
Quanto do território brasileiro é ocupado pela Floresta Amazônica?;47%
Qual é o maior rio da floresta amazônica?;Rio Amazonas
Quantos milhões de hectares compõem a Amazônia brasileira?;5.100 milhões
Qual é uma das principais causas da devastação da Floresta Amazônica?;desmatamento para pecuária
